algorithm,group,config,wP,wE,wB,population,mutationRate,seed,bestFitness,generationsRun,meanRank,workloadVariance,pctUnallocated,runtimeMs
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,10,0.7570203471687207,105,1.584,8.671875,0,395
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,11,0.757657139656795,80,1.486,7.984375,0,271
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,12,0.757675845874187,66,1.482,8.234375,0,216
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,13,0.7585303761811814,87,1.608,5.671875,0,276
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,14,0.7593574849843949,122,1.568,8.296875,0,390
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,15,0.7586536612986214,118,1.586,7.484375,0,397
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,16,0.7606823921315249,140,1.58,6.671875,0,462
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,17,0.756845249530939,137,1.572,7.359375,0,440
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,18,0.7576599708294247,95,1.544,8.671875,0,329
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,19,0.7570990543552982,76,1.562,6.421875,0,309
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,20,0.7564590050439952,123,1.622,6.671875,0,615
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,21,0.7582952623920474,76,1.48,7.171875,0,328
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,22,0.7569074909365835,112,1.596,7.546875,0,433
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,23,0.7582046747564967,119,1.548,8.859375,0,389
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,24,0.7568852919611082,146,1.646,6.484375,0,479
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,25,0.7613365823194865,141,1.546,6.796875,0,444
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,26,0.7557530191950038,101,1.564,9.171875,0,342
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,27,0.7580659717769838,91,1.57,6.796875,0,289
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,28,0.7549894932493211,105,1.646,7.421875,0,336
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,29,0.7539076244596787,74,1.544,6.671875,0,240
ga,mutation,mutation-0.05,0.5,0.3,0.2,100,0.05,30,0.7594171640772897,157,1.646,8.546875,0,491
random,baseline,random-baseline,0,0,0,0,0,1,,,2.9353535353535354,6.7490234375,1,1
random,baseline,random-baseline,0,0,0,0,0,2,,,2.96579476861167,11.3115234375,0.6,0
random,baseline,random-baseline,0,0,0,0,0,3,,,2.9495967741935485,4.25,0.8,0
random,baseline,random-baseline,0,0,0,0,0,4,,,2.993927125506073,10.18359375,1.2,0
random,baseline,random-baseline,0,0,0,0,0,5,,,3.0522088353413657,9.37109375,0.4,0
random,baseline,random-baseline,0,0,0,0,0,6,,,3.1204819277108435,10.05859375,0.4,0
random,baseline,random-baseline,0,0,0,0,0,7,,,3.0201207243460764,10.1865234375,0.6,0
random,baseline,random-baseline,0,0,0,0,0,8,,,2.9458917835671343,8.1162109375,0.2,0
random,baseline,random-baseline,0,0,0,0,0,9,,,3.1442885771543088,8.1787109375,0.2,0
random,baseline,random-baseline,0,0,0,0,0,10,,,3.0100603621730384,8.0615234375,0.6,0
random,baseline,random-baseline,0,0,0,0,0,11,,,2.8727272727272726,10.9365234375,1,0
random,baseline,random-baseline,0,0,0,0,0,12,,,3.0422535211267605,8.8115234375,0.6,0
random,baseline,random-baseline,0,0,0,0,0,13,,,2.91,7.421875,0,0
random,baseline,random-baseline,0,0,0,0,0,14,,,2.9518072289156625,6.62109375,0.4,0
random,baseline,random-baseline,0,0,0,0,0,15,,,3.032,8.234375,0,0
random,baseline,random-baseline,0,0,0,0,0,16,,,3.102,9.609375,0,0
random,baseline,random-baseline,0,0,0,0,0,17,,,3.006012024048096,9.6162109375,0.2,0
random,baseline,random-baseline,0,0,0,0,0,18,,,2.997991967871486,9.24609375,0.4,0
random,baseline,random-baseline,0,0,0,0,0,19,,,3,8.99609375,0.4,0
random,baseline,random-baseline,0,0,0,0,0,20,,,3.0182555780933065,9.1162109375,1.4000000000000001,0
random,baseline,random-baseline,0,0,0,0,0,21,,,2.9838709677419355,10.625,0.8,0
random,baseline,random-baseline,0,0,0,0,0,22,,,3.006072874493927,9.68359375,1.2,0
random,baseline,random-baseline,0,0,0,0,0,23,,,3.1287726358148893,11.0615234375,0.6,0
random,baseline,random-baseline,0,0,0,0,0,24,,,3.038152610441767,6.55859375,0.4,0
random,baseline,random-baseline,0,0,0,0,0,25,,,2.971830985915493,8.1240234375,0.6,0
random,baseline,random-baseline,0,0,0,0,0,26,,,2.848790322580645,9.625,0.8,0
random,baseline,random-baseline,0,0,0,0,0,27,,,2.9396378269617705,8.6240234375,0.6,0
random,baseline,random-baseline,0,0,0,0,0,28,,,3.0140280561122244,8.6787109375,0.2,0
random,baseline,random-baseline,0,0,0,0,0,29,,,3.036072144288577,10.0537109375,0.2,0
random,baseline,random-baseline,0,0,0,0,0,30,,,3.0161290322580645,9.5625,0.8,0
greedy,baseline,greedy-baseline,0,0,0,0,0,0,,,1.2048192771084338,7.30859375,0.4,0
